osmid,y,x,street_count,geometry
199732,48.2086619,16.3601365,3,POINT (16.3601365 48.2086619)
259192914,48.2089775,16.3578084,4,POINT (16.3578084 48.2089775)
17322939,48.2096573,16.3604255,3,POINT (16.3604255 48.2096573)
199735,48.2068359,16.3558556,4,POINT (16.3558556 48.2068359)
33183693,48.2071451,16.3572178,4,POINT (16.3572178 48.2071451)
33183691,48.2069604,16.3557376,4,POINT (16.3557376 48.2069604)
199736,48.2076973,16.3553748,3,POINT (16.3553748 48.2076973)
33183678,48.2075711,16.3563771,3,POINT (16.3563771 48.2075711)
33183671,48.209235,16.355225,5,POINT (16.355225 48.209235)
199740,48.214422,16.3582651,4,POINT (16.3582651 48.214422)
33344356,48.2154077,16.3577004,3,POINT (16.3577004 48.2154077)
33344349,48.2155072,16.3566639,4,POINT (16.3566639 48.2155072)
199744,48.2135166,16.3571308,4,POINT (16.3571308 48.2135166)
33183670,48.2126817,16.3568763,4,POINT (16.3568763 48.2126817)
199759,48.2136341,16.3562095,3,POINT (16.3562095 48.2136341)
199745,48.2133903,16.358084,4,POINT (16.358084 48.2133903)
291325801,48.2142079,16.3583227,5,POINT (16.3583227 48.2142079)
199747,48.2124349,16.3588007,4,POINT (16.3588007 48.2124349)
199748,48.2125633,16.3578329,4,POINT (16.3578329 48.2125633)
199753,48.2116546,16.3575637,3,POINT (16.3575637 48.2116546)
199750,48.212794,16.3560356,3,POINT (16.3560356 48.212794)
199751,48.2118784,16.3558256,4,POINT (16.3558256 48.2118784)
242132118,48.2118987,16.3556692,3,POINT (16.3556692 48.2118987)
199752,48.2117779,16.3566008,3,POINT (16.3566008 48.2117779)
199758,48.2102275,16.3554663,3,POINT (16.3554663 48.2102275)
33183684,48.2101396,16.3561406,3,POINT (16.3561406 48.2101396)
199762,48.20937,16.3521931,4,POINT (16.3521931 48.20937)
31259175,48.2092704,16.3538327,3,POINT (16.3538327 48.2092704)
31259136,48.2094582,16.3505677,4,POINT (16.3505677 48.2094582)
670006,48.2082747,16.3525266,4,POINT (16.3525266 48.2082747)
377970,48.1981355,16.3023982,4,POINT (16.3023982 48.1981355)
1986055,48.1984292,16.3042927,3,POINT (16.3042927 48.1984292)
1986058,48.1972657,16.3020645,4,POINT (16.3020645 48.1972657)
377988,48.1990315,16.3133654,3,POINT (16.3133654 48.1990315)
7456953,48.1990416,16.3143706,3,POINT (16.3143706 48.1990416)
30486729,48.1990321,16.3132143,3,POINT (16.3132143 48.1990321)
7456968,48.1980679,16.3132153,4,POINT (16.3132153 48.1980679)
377990,48.1986426,16.3247453,3,POINT (16.3247453 48.1986426)
671910,48.1975112,16.3254304,3,POINT (16.3254304 48.1975112)
16055007,48.1988549,16.325705,4,POINT (16.325705 48.1988549)
16055005,48.1986913,16.3239054,4,POINT (16.3239054 48.1986913)
377992,48.2015417,16.3370453,4,POINT (16.3370453 48.2015417)
2510760710,48.2016301,16.3378243,4,POINT (16.3378243 48.2016301)
378458,48.2007916,16.3373108,4,POINT (16.3373108 48.2007916)
33240888,48.2014329,16.3360316,4,POINT (16.3360316 48.2014329)
378033,48.1860446,16.320393,4,POINT (16.320393 48.1860446)
39693287,48.1861106,16.3201746,4,POINT (16.3201746 48.1861106)
297177795,48.1862601,16.3204124,3,POINT (16.3204124 48.1862601)
378034,48.1848954,16.3198001,4,POINT (16.3198001 48.1848954)
34770139,48.1838377,16.3236244,4,POINT (16.3236244 48.1838377)
251064643,48.1854704,16.3200995,3,POINT (16.3200995 48.1854704)
378036,48.1880344,16.3134706,4,POINT (16.3134706 48.1880344)
33236715,48.1880431,16.3085061,3,POINT (16.3085061 48.1880431)
378441,48.2018467,16.3405052,4,POINT (16.3405052 48.2018467)
31256355,48.2017258,16.3388191,4,POINT (16.3388191 48.2017258)
24967075,48.2018241,16.3432101,4,POINT (16.3432101 48.2018241)
2262947088,48.2003651,16.3407879,4,POINT (16.3407879 48.2003651)
2262947059,48.2028008,16.3403178,4,POINT (16.3403178 48.2028008)
378443,48.2021452,16.3490726,3,POINT (16.3490726 48.2021452)
24967092,48.2017711,16.349043,3,POINT (16.349043 48.2017711)
378461,48.2022078,16.35025,3,POINT (16.35025 48.2022078)
378450,48.2023981,16.354632,3,POINT (16.354632 48.2023981)
29750004,48.2015125,16.355168,3,POINT (16.355168 48.2015125)
33183721,48.2027091,16.3562351,3,POINT (16.3562351 48.2027091)
316634842,48.2009076,16.338058,3,POINT (16.338058 48.2009076)
93279637,48.1995243,16.3377917,3,POINT (16.3377917 48.1995243)
33240899,48.2005571,16.3364077,4,POINT (16.3364077 48.2005571)
378459,48.1983967,16.3390104,4,POINT (16.3390104 48.1983967)
378462,48.1982148,16.3382648,5,POINT (16.3382648 48.1982148)
31256348,48.2001368,16.3383508,3,POINT (16.3383508 48.2001368)
378460,48.2001259,16.350701,4,POINT (16.350701 48.2001259)
291209290,48.1999374,16.3496561,1,POINT (16.3496561 48.1999374)
8993879825,48.2006453,16.35237,1,POINT (16.35237 48.2006453)
24967105,48.2009581,16.3505009,4,POINT (16.3505009 48.2009581)
31257329,48.1993624,16.3510352,1,POINT (16.3510352 48.1993624)
24967135,48.2022384,16.3508101,3,POINT (16.3508101 48.2022384)
33240913,48.1980178,16.3373706,3,POINT (16.3373706 48.1980178)
451666739,48.1977794,16.3382852,3,POINT (16.3382852 48.1977794)
378464,48.1957221,16.3390429,4,POINT (16.3390429 48.1957221)
83517944,48.1955741,16.3390798,4,POINT (16.3390798 48.1955741)
277973489,48.1951263,16.3374385,4,POINT (16.3374385 48.1951263)
378465,48.1982805,16.3282293,4,POINT (16.3282293 48.1982805)
395153,48.1970781,16.3289893,4,POINT (16.3289893 48.1970781)
33208009,48.1985451,16.3291533,3,POINT (16.3291533 48.1985451)
398017,48.1993622,16.3275496,4,POINT (16.3275496 48.1993622)
25268047,48.1980248,16.3272921,3,POINT (16.3272921 48.1980248)
378466,48.2042243,16.337525,4,POINT (16.337525 48.2042243)
378469,48.2061526,16.3373996,4,POINT (16.3373996 48.2061526)
31256357,48.2042595,16.3385008,4,POINT (16.3385008 48.2042595)
378467,48.2041797,16.3367537,4,POINT (16.3367537 48.2041797)
33240881,48.2026462,16.3369086,3,POINT (16.3369086 48.2026462)
378468,48.2061872,16.3365797,4,POINT (16.3365797 48.2061872)
33240952,48.2063316,16.3355684,4,POINT (16.3355684 48.2063316)
33240965,48.2054752,16.3366347,3,POINT (16.3366347 48.2054752)
17312863,48.207321,16.338148,3,POINT (16.338148 48.207321)
378471,48.2093899,16.3385974,3,POINT (16.3385974 48.2093899)
258358061,48.2086624,16.3381825,4,POINT (16.3381825 48.2086624)
378472,48.2115728,16.338667,3,POINT (16.338667 48.2115728)
33079222,48.2120473,16.3337067,4,POINT (16.3337067 48.2120473)
33079214,48.2107501,16.338719,4,POINT (16.338719 48.2107501)
378547,48.2096909,16.3053768,3,POINT (16.3053768 48.2096909)
378551,48.2095171,16.3064502,4,POINT (16.3064502 48.2095171)
4032457024,48.210882,16.3057588,4,POINT (16.3057588 48.210882)
378556,48.2107098,16.3068608,4,POINT (16.3068608 48.2107098)
33239950,48.209343,16.3075932,3,POINT (16.3075932 48.209343)
395711,48.2105407,16.3080036,4,POINT (16.3080036 48.2105407)
393417,48.2119945,16.3073055,4,POINT (16.3073055 48.2119945)
378571,48.2103646,16.3091806,4,POINT (16.3091806 48.2103646)
378593,48.2116437,16.3096171,4,POINT (16.3096171 48.2116437)
378582,48.2102007,16.3102401,3,POINT (16.3102401 48.2102007)
33239959,48.208996,16.3098182,3,POINT (16.3098182 48.208996)
378588,48.2114839,16.3106851,4,POINT (16.3106851 48.2114839)
9697666,48.2113289,16.3117142,4,POINT (16.3117142 48.2113289)
258357856,48.2127611,16.3111122,4,POINT (16.3111122 48.2127611)
87069137,48.2122834,16.309825,3,POINT (16.309825 48.2122834)
378618,48.2072468,16.3125665,3,POINT (16.3125665 48.2072468)
260219057,48.2071351,16.3133061,3,POINT (16.3133061 48.2071351)
9697674,48.2077357,16.3093436,6,POINT (16.3093436 48.2077357)
378627,48.2052981,16.3254263,4,POINT (16.3254263 48.2052981)
32637438,48.2051486,16.3263773,3,POINT (16.3263773 48.2051486)
25267598,48.2065507,16.325847,4,POINT (16.325847 48.2065507)
33238680,48.2045379,16.3254857,3,POINT (16.3254857 48.2045379)
378628,48.209328,16.3247731,4,POINT (16.3247731 48.209328)
378691,48.2080505,16.3243315,4,POINT (16.3243315 48.2080505)
378629,48.2106064,16.3252037,4,POINT (16.3252037 48.2106064)
17312827,48.2091839,16.3257168,4,POINT (16.3257168 48.2091839)
32637467,48.2094873,16.3237295,4,POINT (16.3237295 48.2094873)
378630,48.211218,16.3254075,3,POINT (16.3254075 48.211218)
32637459,48.2107675,16.3241617,3,POINT (16.3241617 48.2107675)
32637460,48.210463,16.3261491,4,POINT (16.3261491 48.210463)
33242286,48.2110703,16.3263705,3,POINT (16.3263705 48.2110703)
24966938,48.2116633,16.3253329,3,POINT (16.3253329 48.2116633)
378642,48.21031,16.3271266,4,POINT (16.3271266 48.21031)
17312826,48.2101643,16.3280906,4,POINT (16.3280906 48.2101643)
33079254,48.2109258,16.3272905,4,POINT (16.3272905 48.2109258)
378653,48.2090382,16.3266715,4,POINT (16.3266715 48.2090382)
423816204,48.2095361,16.3268497,3,POINT (16.3268497 48.2095361)
17312823,48.2088889,16.3276499,3,POINT (16.3276499 48.2088889)
378655,48.2077626,16.3262565,4,POINT (16.3262565 48.2077626)
17312828,48.2079039,16.3252843,4,POINT (16.3252843 48.2079039)
378671,48.2048546,16.3282896,4,POINT (16.3282896 48.2048546)
33238711,48.2042595,16.3281215,4,POINT (16.3281215 48.2042595)
32637437,48.2046993,16.3292926,3,POINT (16.3292926 48.2046993)
378675,48.2073271,16.3291379,4,POINT (16.3291379 48.2073271)
17312820,48.207469,16.3281964,4,POINT (16.3281964 48.207469)
32637462,48.2061101,16.3287135,4,POINT (16.3287135 48.2061101)
378680,48.2085944,16.3295803,4,POINT (16.3295803 48.2085944)
32637435,48.2084424,16.3305762,4,POINT (16.3305762 48.2084424)
24966964,48.2087411,16.3286188,4,POINT (16.3286188 48.2087411)
25267599,48.2068459,16.3239326,4,POINT (16.3239326 48.2068459)
32637449,48.2082111,16.3232987,4,POINT (16.3232987 48.2082111)
378692,48.2042232,16.3324159,3,POINT (16.3324159 48.2042232)
30695996,48.2040564,16.3338109,4,POINT (16.3338109 48.2040564)
378696,48.2173376,16.3416682,4,POINT (16.3416682 48.2173376)
33143911,48.2175079,16.3404235,4,POINT (16.3404235 48.2175079)
685163,48.2164979,16.3412394,4,POINT (16.3412394 48.2164979)
378699,48.2172288,16.3424207,4,POINT (16.3424207 48.2172288)
33144414,48.2183536,16.3429038,4,POINT (16.3429038 48.2183536)
378700,48.2168208,16.3445443,4,POINT (16.3445443 48.2168208)
2335589805,48.2169048,16.3440562,3,POINT (16.3440562 48.2169048)
33144419,48.2180665,16.3445798,3,POINT (16.3445798 48.2180665)
33182070,48.2171655,16.3454627,4,POINT (16.3454627 48.2171655)
33182067,48.2163706,16.3450755,3,POINT (16.3450755 48.2163706)
378701,48.2174711,16.3462268,3,POINT (16.3462268 48.2174711)
27028195,48.2174043,16.3481679,3,POINT (16.3481679 48.2174043)
378720,48.2177309,16.3498011,3,POINT (16.3498011 48.2177309)
75605503,48.2174845,16.3499805,3,POINT (16.3499805 48.2174845)
359131237,48.2185037,16.3510422,3,POINT (16.3510422 48.2185037)
378721,48.2188901,16.3516278,4,POINT (16.3516278 48.2188901)
980744161,48.2184278,16.3514411,3,POINT (16.3514411 48.2184278)
915829192,48.2190074,16.3518535,4,POINT (16.3518535 48.2190074)
378727,48.2250679,16.3498014,4,POINT (16.3498014 48.2250679)
26405238,48.224925,16.3507849,4,POINT (16.3507849 48.224925)
1371563077,48.2251617,16.3490743,4,POINT (16.3490743 48.2251617)
33302019,48.2255281,16.3499112,3,POINT (16.3499112 48.2255281)
378728,48.2236212,16.34944,3,POINT (16.34944 48.2236212)
1629378075,48.2245257,16.3496756,4,POINT (16.3496756 48.2245257)
378932,48.2340117,16.3715203,4,POINT (16.3715203 48.2340117)
380094,48.2329165,16.3717933,4,POINT (16.3717933 48.2329165)
4089904838,48.2339272,16.3702769,4,POINT (16.3702769 48.2339272)
27026797,48.2341354,16.3730297,4,POINT (16.3730297 48.2341354)
378950,48.2335616,16.365908,4,POINT (16.365908 48.2335616)
33254417,48.2333601,16.3647782,4,POINT (16.3647782 48.2333601)
33254421,48.2336406,16.3668678,3,POINT (16.3668678 48.2336406)
33254415,48.2326777,16.366084,4,POINT (16.366084 48.2326777)
33254419,48.2341166,16.3657937,3,POINT (16.3657937 48.2341166)
378953,48.2410057,16.371785,3,POINT (16.371785 48.2410057)
3579852511,48.2420346,16.3737831,3,POINT (16.3737831 48.2420346)
101049016,48.2391544,16.3710666,3,POINT (16.3710666 48.2391544)
378956,48.2317324,16.3720339,3,POINT (16.3720339 48.2317324)
3904390007,48.231575,16.3706804,4,POINT (16.3706804 48.231575)
696517,48.2310904,16.372234,4,POINT (16.372234 48.2310904)
378957,48.2332771,16.3747492,4,POINT (16.3747492 48.2332771)
380093,48.2331045,16.3732779,4,POINT (16.3732779 48.2331045)
33254345,48.2324116,16.3747948,4,POINT (16.3747948 48.2324116)
2075690517,48.2342073,16.3746966,3,POINT (16.3746966 48.2342073)
378958,48.2338661,16.3764681,3,POINT (16.3764681 48.2338661)
33254351,48.2335459,16.3755555,3,POINT (16.3755555 48.2335459)
2250348059,48.2329688,16.3771896,3,POINT (16.3771896 48.2329688)
29049126,48.2349672,16.3756349,3,POINT (16.3756349 48.2349672)
378960,48.2351265,16.3756962,3,POINT (16.3756962 48.2351265)
69729389,48.2352707,16.3740307,3,POINT (16.3740307 48.2352707)
696500,48.2362356,16.3779987,4,POINT (16.3779987 48.2362356)
378965,48.2389589,16.388938,3,POINT (16.388938 48.2389589)
1682055177,48.2385404,16.3881067,4,POINT (16.3881067 48.2385404)
1669289941,48.2362022,16.3919272,3,POINT (16.3919272 48.2362022)
500097110,48.2395713,16.3883362,3,POINT (16.3883362 48.2395713)
378967,48.2420154,16.3743759,3,POINT (16.3743759 48.2420154)
1729289966,48.2414486,16.3748448,3,POINT (16.3748448 48.2414486)
378968,48.2422651,16.3743505,4,POINT (16.3743505 48.2422651)
60061094,48.2423574,16.3742447,4,POINT (16.3742447 48.2423574)
1170707163,48.2424381,16.3747472,3,POINT (16.3747472 48.2424381)
378973,48.23435,16.3941518,4,POINT (16.3941518 48.23435)
60563467,48.2371464,16.3928666,3,POINT (16.3928666 48.2371464)
1669289925,48.2347963,16.3935349,3,POINT (16.3935349 48.2347963)
33470206,48.2327145,16.3961735,3,POINT (16.3961735 48.2327145)
1174870757,48.2341558,16.3937912,3,POINT (16.3937912 48.2341558)
378982,48.2055622,16.4312449,4,POINT (16.4312449 48.2055622)
509286504,48.2055113,16.4313119,4,POINT (16.4313119 48.2055113)
33469787,48.2056725,16.4310854,3,POINT (16.4310854 48.2056725)
378985,48.202609,16.4302663,3,POINT (16.4302663 48.202609)
66893213,48.1954464,16.41988,4,POINT (16.41988 48.1954464)
378987,48.1935012,16.4170619,3,POINT (16.4170619 48.1935012)
5768614762,48.1908692,16.4131564,3,POINT (16.4131564 48.1908692)
392224,48.2221545,16.3333166,4,POINT (16.3333166 48.2221545)
33144947,48.2217078,16.3343852,4,POINT (16.3343852 48.2217078)
393924,48.2229689,16.3340208,4,POINT (16.3340208 48.2229689)
392251,48.226886,16.3436724,4,POINT (16.3436724 48.226886)
60631958,48.2282868,16.3442568,3,POINT (16.3442568 48.2282868)
33344821,48.2268617,16.3446996,3,POINT (16.3446996 48.2268617)
25280685,48.2272183,16.3422994,4,POINT (16.3422994 48.2272183)
392283,48.1925995,16.3258559,3,POINT (16.3258559 48.1925995)
33208117,48.1919079,16.32349,3,POINT (16.32349 48.1919079)
33208130,48.1930099,16.3272688,3,POINT (16.3272688 48.1930099)
392301,48.2222852,16.3416439,4,POINT (16.3416439 48.2222852)
33144467,48.2213039,16.3409478,4,POINT (16.3409478 48.2213039)
283324407,48.222715,16.3400219,4,POINT (16.3400219 48.222715)
283324405,48.2221284,16.3426438,4,POINT (16.3426438 48.2221284)
33143829,48.2231494,16.3417921,4,POINT (16.3417921 48.2231494)
392351,48.2180617,16.364822,4,POINT (16.364822 48.2180617)
29751526,48.2178039,16.3648988,4,POINT (16.3648988 48.2178039)
33344360,48.2178142,16.364018,3,POINT (16.364018 48.2178142)
392352,48.1936782,16.3295768,4,POINT (16.3295768 48.1936782)
33208134,48.1929927,16.3297601,3,POINT (16.3297601 48.1929927)
33208132,48.1933754,16.3285409,3,POINT (16.3285409 48.1933754)
1972214,48.1959264,16.3296938,4,POINT (16.3296938 48.1959264)
30486712,48.1938987,16.3306014,3,POINT (16.3306014 48.1938987)
392442,48.224684,16.3479451,4,POINT (16.3479451 48.224684)
33344804,48.2237342,16.3477633,3,POINT (16.3477633 48.2237342)
655018,48.2246067,16.3489507,4,POINT (16.3489507 48.2246067)
33344253,48.2247525,16.3471178,4,POINT (16.3471178 48.2247525)
392479,48.2035365,16.3643365,3,POINT (16.3643365 48.2035365)
48753749,48.2033774,16.3641651,4,POINT (16.3641651 48.2033774)
393334,48.2039361,16.3637175,3,POINT (16.3637175 48.2039361)
392482,48.2240851,16.3228752,4,POINT (16.3228752 48.2240851)
78170962,48.2245725,16.3210123,3,POINT (16.3210123 48.2245725)
65011391,48.2264528,16.3242134,3,POINT (16.3242134 48.2264528)
312154401,48.2225705,16.3248516,3,POINT (16.3248516 48.2225705)
272442541,48.2236288,16.3226356,3,POINT (16.3226356 48.2236288)
392570,48.2091423,16.3088108,3,POINT (16.3088108 48.2091423)
287215776,48.2095058,16.3088872,3,POINT (16.3088872 48.2095058)
392593,48.1661452,16.3873993,3,POINT (16.3873993 48.1661452)
5020815479,48.1618883,16.384138,3,POINT (16.384138 48.1618883)
392633,48.2041024,16.3540923,3,POINT (16.3540923 48.2041024)
1528744585,48.2023824,16.3545215,3,POINT (16.3545215 48.2023824)
1528697885,48.2041511,16.3549364,3,POINT (16.3549364 48.2041511)
392671,48.1893389,16.3377163,3,POINT (16.3377163 48.1893389)
655188647,48.188848,16.3382695,3,POINT (16.3382695 48.188848)
392742,48.2153001,16.3724895,3,POINT (16.3724895 48.2153001)
122531340,48.2147993,16.3717045,3,POINT (16.3717045 48.2147993)
2477164341,48.2153699,16.3726237,1,POINT (16.3726237 48.2153699)
392790,48.2165371,16.3661993,4,POINT (16.3661993 48.2165371)
287567493,48.2160854,16.3666695,4,POINT (16.3666695 48.2160854)
151007860,48.2172468,16.3676946,3,POINT (16.3676946 48.2172468)
392847,48.2260095,16.3500044,4,POINT (16.3500044 48.2260095)
260428787,48.2260427,16.3497353,3,POINT (16.3497353 48.2260427)
33301342,48.2270744,16.3502368,4,POINT (16.3502368 48.2270744)
392873,48.193413,16.3103698,4,POINT (16.3103698 48.193413)
7456932,48.1947681,16.3106353,3,POINT (16.3106353 48.1947681)
16053353,48.1917131,16.3100369,3,POINT (16.3100369 48.1917131)
393287,48.1932807,16.3114172,3,POINT (16.3114172 48.1932807)
7456933,48.1934818,16.3097332,4,POINT (16.3097332 48.1934818)
392878,48.1968936,16.3078595,4,POINT (16.3078595 48.1968936)
8085145,48.1970502,16.3076157,3,POINT (16.3076157 48.1970502)
8002030681,48.1968729,16.3082494,3,POINT (16.3082494 48.1968729)
5697076,48.1968564,16.3071895,4,POINT (16.3071895 48.1968564)
392889,48.2243355,16.3176573,4,POINT (16.3176573 48.2243355)
105857418,48.2238566,16.3174255,4,POINT (16.3174255 48.2238566)
68895045,48.224713,16.3162746,4,POINT (16.3162746 48.224713)
394803,48.2238422,16.3157593,3,POINT (16.3157593 48.2238422)
392919,48.1960868,16.3204664,4,POINT (16.3204664 48.1960868)
33208091,48.1974227,16.320693,1,POINT (16.320693 48.1974227)
394164,48.1961541,16.3194634,4,POINT (16.3194634 48.1961541)
33208080,48.1954179,16.3208627,3,POINT (16.3208627 48.1954179)
33208025,48.1962647,16.3214143,3,POINT (16.3214143 48.1962647)
393097,48.228131,16.3365477,4,POINT (16.3365477 48.228131)
5316966252,48.228264,16.3367315,3,POINT (16.3367315 48.228264)
2451285012,48.2284357,16.336408,3,POINT (16.336408 48.2284357)
393143,48.207528,16.3087986,3,POINT (16.3087986 48.207528)
9697722,48.2068546,16.3080422,3,POINT (16.3080422 48.2068546)
9697732,48.2074338,16.3091865,3,POINT (16.3091865 48.2074338)
393155,48.1910539,16.3757925,3,POINT (16.3757925 48.1910539)
394992,48.1904707,16.3761485,3,POINT (16.3761485 48.1904707)
47046893,48.1913908,16.377102,4,POINT (16.377102 48.1913908)
393161,48.1946568,16.3359958,4,POINT (16.3359958 48.1946568)
30486726,48.1954732,16.3352732,3,POINT (16.3352732 48.1954732)
2497873324,48.1943623,16.3354215,4,POINT (16.3354215 48.1943623)
393205,48.1924015,16.3163207,5,POINT (16.3163207 48.1924015)
1596328184,48.1922436,16.316558,4,POINT (16.316558 48.1922436)
277920371,48.191831,16.316042,3,POINT (16.316042 48.191831)
7456942,48.1934349,16.3169056,4,POINT (16.3169056 48.1934349)
1596328191,48.1926072,16.3156769,3,POINT (16.3156769 48.1926072)
251063323,48.1931699,16.3120656,3,POINT (16.3120656 48.1931699)
7456956,48.194685,16.3116793,4,POINT (16.3116793 48.194685)
393303,48.1903197,16.3152609,4,POINT (16.3152609 48.1903197)
2750942979,48.190136,16.3203225,4,POINT (16.3203225 48.190136)
395780,48.1884421,16.3142082,3,POINT (16.3142082 48.1884421)
277920122,48.1901311,16.3144095,3,POINT (16.3144095 48.1901311)
318025001,48.2038207,16.3635162,4,POINT (16.3635162 48.2038207)
318608623,48.2052274,16.3620041,3,POINT (16.3620041 48.2052274)
393373,48.2262225,16.3482783,4,POINT (16.3482783 48.2262225)
1119870220,48.2258025,16.3481838,3,POINT (16.3481838 48.2258025)
33344259,48.2283952,16.348962,4,POINT (16.348962 48.2283952)
655032,48.2260964,16.3492475,4,POINT (16.3492475 48.2260964)
393375,48.2283981,16.3346608,3,POINT (16.3346608 48.2283981)
29048460,48.2284539,16.3341565,3,POINT (16.3341565 48.2284539)
64975949,48.2283251,16.3350633,3,POINT (16.3350633 48.2283251)
394929,48.2118259,16.3084397,4,POINT (16.3084397 48.2118259)
393772,48.213276,16.3077531,3,POINT (16.3077531 48.213276)
393463,48.1896983,16.3063707,3,POINT (16.3063707 48.1896983)
33236713,48.1881507,16.3061138,3,POINT (16.3061138 48.1881507)
394807,48.1898317,16.305652,3,POINT (16.305652 48.1898317)
16053358,48.1896482,16.3078813,3,POINT (16.3078813 48.1896482)
393530,48.2144799,16.3068627,5,POINT (16.3068627 48.2144799)
2285898248,48.2134703,16.3064735,4,POINT (16.3064735 48.2134703)
24966921,48.2152675,16.3070711,3,POINT (16.3070711 48.2152675)
318709912,48.2143039,16.3083553,2,POINT (16.3083553 48.2143039)
393568,48.2082498,16.3060107,3,POINT (16.3060107 48.2082498)
33239961,48.2088618,16.3062124,3,POINT (16.3062124 48.2088618)
9697673,48.2080576,16.3072691,4,POINT (16.3072691 48.2080576)
393661,48.1907315,16.3204764,4,POINT (16.3204764 48.1907315)
33208115,48.1916612,16.3226516,3,POINT (16.3226516 48.1916612)
277920372,48.1918991,16.317063,3,POINT (16.317063 48.1918991)
1521667613,48.2134434,16.3066474,4,POINT (16.3066474 48.2134434)
309293366,48.2131849,16.3083625,3,POINT (16.3083625 48.2131849)
393783,48.1973271,16.3718056,4,POINT (16.3718056 48.1973271)
48071580,48.1977674,16.3729983,3,POINT (16.3729983 48.1977674)
48071654,48.1978253,16.3715103,3,POINT (16.3715103 48.1978253)
393784,48.2234886,16.3155402,5,POINT (16.3155402 48.2234886)
332361157,48.2234751,16.3158,4,POINT (16.3158 48.2234751)
60658191,48.2231506,16.3165139,4,POINT (16.3165139 48.2231506)
78134899,48.2230361,16.3152087,3,POINT (16.3152087 48.2230361)
393912,48.2138047,16.3725889,3,POINT (16.3725889 48.2138047)
122530823,48.2140292,16.3728593,3,POINT (16.3728593 48.2140292)
393922,48.2189738,16.3651854,4,POINT (16.3651854 48.2189738)
953819041,48.2190705,16.3651714,3,POINT (16.3651714 48.2190705)
1402659304,48.2190512,16.3660369,3,POINT (16.3660369 48.2190512)
394078,48.2182978,16.3656171,4,POINT (16.3656171 48.2182978)
33144487,48.2238029,16.3347658,4,POINT (16.3347658 48.2238029)
292365649,48.2234242,16.3330875,4,POINT (16.3330875 48.2234242)
393947,48.1936074,16.3020676,4,POINT (16.3020676 48.1936074)
1438521,48.1947224,16.3019696,3,POINT (16.3019696 48.1947224)
201310461,48.1931633,16.302046,3,POINT (16.302046 48.1931633)
1438861,48.1937823,16.3042911,3,POINT (16.3042911 48.1937823)
328781401,48.1936129,16.3009462,3,POINT (16.3009462 48.1936129)
984584523,48.2181767,16.3657003,3,POINT (16.3657003 48.2181767)
394110,48.2345464,16.3274548,3,POINT (16.3274548 48.2345464)
61925470,48.2339924,16.3276831,3,POINT (16.3276831 48.2339924)
64980132,48.2349346,16.3272748,4,POINT (16.3272748 48.2349346)
394145,48.1967762,16.305864,4,POINT (16.305864 48.1967762)
1986051,48.1975893,16.3057072,4,POINT (16.3057072 48.1975893)
1986038,48.1958222,16.3060352,4,POINT (16.3060352 48.1958222)
5896567262,48.1966198,16.3037432,4,POINT (16.3037432 48.1966198)
398012,48.1962204,16.3184315,4,POINT (16.3184315 48.1962204)
6802133254,48.1970157,16.3196157,1,POINT (16.3196157 48.1970157)
394171,48.2280425,16.338237,3,POINT (16.338237 48.2280425)
30696021,48.2288356,16.3385106,4,POINT (16.3385106 48.2288356)
33345321,48.2279167,16.3388424,3,POINT (16.3388424 48.2279167)
5316966255,48.2282721,16.3370252,3,POINT (16.3370252 48.2282721)
394283,48.2045729,16.3569185,3,POINT (16.3569185 48.2045729)
260604392,48.2050737,16.3579575,4,POINT (16.3579575 48.2050737)
394337,48.2026047,16.361474,4,POINT (16.361474 48.2026047)
260604463,48.2025208,16.3613644,4,POINT (16.3613644 48.2025208)
17313048,48.2051356,16.3580741,4,POINT (16.3580741 48.2051356)
61677875,48.2029728,16.362093,3,POINT (16.362093 48.2029728)
394359,48.1991031,16.3752947,4,POINT (16.3752947 48.1991031)
148427927,48.198418,16.3750276,4,POINT (16.3750276 48.198418)
48072011,48.1988583,16.3734231,4,POINT (16.3734231 48.1988583)
394427,48.1936116,16.3081953,5,POINT (16.3081953 48.1936116)
319549017,48.1930922,16.3081123,1,POINT (16.3081123 48.1930922)
5697073,48.1936584,16.3075737,3,POINT (16.3075737 48.1936584)
394514,48.1926144,16.2994849,3,POINT (16.2994849 48.1926144)
1449660078,48.192121,16.301868,3,POINT (16.301868 48.192121)
2003243055,48.1938196,16.2995414,4,POINT (16.2995414 48.1938196)
394570,48.1914708,16.3288069,4,POINT (16.3288069 48.1914708)
33208140,48.1922281,16.3286971,4,POINT (16.3286971 48.1922281)
2434145536,48.1914008,16.3275157,4,POINT (16.3275157 48.1914008)
394638,48.2446983,16.3797864,3,POINT (16.3797864 48.2446983)
1170707372,48.2448518,16.3801277,3,POINT (16.3801277 48.2448518)
24967138,48.2448634,16.3798975,6,POINT (16.3798975 48.2448634)
394640,48.196782,16.3098405,4,POINT (16.3098405 48.196782)
8085151,48.195846,16.3097036,3,POINT (16.3097036 48.195846)
8085146,48.1968455,16.3087646,3,POINT (16.3087646 48.1968455)
7456944,48.1967066,16.3109473,4,POINT (16.3109473 48.1967066)
394751,48.2253177,16.3480705,4,POINT (16.3480705 48.2253177)
251207329,48.2254393,16.347338,3,POINT (16.347338 48.2254393)
394761,48.1911284,16.337162,3,POINT (16.337162 48.1911284)
