00:00:00,D1,MP20,00:00:00,"(16.332485364000995, 48.251091144010694)","(16.388035669872966, 48.19228859715499)",3,,,,,,
00:00:00,D2,MP30,00:00:00,"(16.41637731311046, 48.148573072318314)","(16.367592307567055, 48.21419489542616)",2,,,,,,
00:00:00,D3,MP30,00:00:01,"(16.340562038353422, 48.20599071705165)","(16.373019344428148, 48.20926142803435)",1,,,,,,
00:00:00,D4,MP20,00:00:01,"(16.404737291334463, 48.202512963054296)","(16.41377213010611, 48.17621513595687)",3,,,,,,
00:00:00,D5,MP20,00:00:01,"(16.34966658122947, 48.20951880233576)","(16.3089387509941, 48.214976401429226)",1,,,,,,
00:00:00,D6,MP30,00:00:02,"(16.36952480866854, 48.150087935791355)","(16.365111028822195, 48.20335537602527)",3,,,,,,
00:00:00,D7,MP30,00:00:02,"(16.376084133478713, 48.20354612458273)","(16.460227305365, 48.178169128217085)",2,,,,,,
00:00:00,D8,MP30,00:00:02,"(16.374603243579077, 48.2203937023073)","(16.441872294384144, 48.197355133457705)",1,,,,,,
00:00:00,D9,MP20,00:00:02,"(16.352466685376875, 48.19336112937797)","(16.28714630513326, 48.23172910757867)",1,,,,,,
00:00:00,D10,MP20,00:00:02,"(16.34997314868886, 48.20801616842609)","(16.373019344428148, 48.20926142803435)",3,,,,,,
00:00:00,D11,MP30,00:00:02,"(16.404129549112845, 48.20295485012981)","(16.3647170140875, 48.18846571489842)",1,,,,,,
00:00:00,D12,MP20,00:00:03,"(16.365597730629187, 48.181712452681516)","(16.402012459447295, 48.20023964885264)",1,,,,,,
00:00:00,D13,MP30,00:00:03,"(16.351529867986812, 48.203221655552994)","(16.367592307567055, 48.21419489542616)",2,,,,,,
00:00:00,D14,MP20,00:00:03,"(16.374603243579077, 48.2203937023073)","(16.359982997678426, 48.219399902712524)",1,,,,,,
00:00:00,D15,MP20,00:00:04,"(16.336500447737144, 48.17504344368644)","(16.422878775612162, 48.16344818330638)",2,,,,,,
00:00:00,D16,MP30,00:00:04,"(16.41293016786417, 48.26124929704659)","(16.31778939316658, 48.190224006292176)",3,,,,,,
00:00:00,D17,MP30,00:00:04,"(16.34997314868886, 48.20801616842609)","(16.26935431366393, 48.19401562741142)",3,,,,,,
00:00:00,D18,MP20,00:00:05,"(16.398042400324165, 48.1557459901906)","(16.27914603507681, 48.20658214271782)",2,,,,,,
00:00:00,D19,MP30,00:00:05,"(16.32297860495722, 48.14439486485833)","(16.34062814695132, 48.19807223097375)",1,,,,,,
00:00:00,D20,MP30,00:00:05,"(16.34490592317965, 48.205974187918855)","(16.340628399772395, 48.190527251066186)",1,,,,,,
00:00:00,D21,MP30,00:00:06,"(16.331159741186045, 48.15037738126955)","(16.423503664343677, 48.216538280787745)",3,,,,,,
00:00:00,D22,MP30,00:00:06,"(16.340647105801335, 48.20110595300276)","(16.370852450951137, 48.18565242271245)",1,,,,,,
00:00:00,D23,MP20,00:00:07,"(16.377850744218048, 48.24656162558436)","(16.441695013894133, 48.191039299677264)",2,,,,,,
00:00:00,D24,MP20,00:00:07,"(16.34885434461354, 48.208793826005234)","(16.367629498594813, 48.19790321441758)",3,,,,,,
00:00:00,D25,MP30,00:00:08,"(16.348998004927818, 48.21324707939245)","(16.37723048680226, 48.25185231945709)",1,,,,,,
00:00:00,D26,MP20,00:00:08,"(16.413526360203182, 48.17914110644286)","(16.30698185248564, 48.19370444845662)",2,,,,,,
00:00:00,D27,MP30,00:00:08,"(16.367482306046035, 48.19227293289063)","(16.381172894267806, 48.197017555489815)",3,,,,,,
00:00:00,D28,MP20,00:00:09,"(16.330709741186045, 48.15037738126955)","(16.30646539979816, 48.17045612858273)",2,,,,,,
00:00:00,D29,MP30,00:00:09,"(16.309232545425683, 48.21903908554657)","(16.308862783037352, 48.208795654200635)",2,,,,,,
00:00:00,D30,MP30,00:00:09,"(16.379288446007354, 48.2060025509634)","(16.388318250478513, 48.19663816656449)",3,,,,,,
00:00:00,D31,MP30,00:00:09,"(16.272532294980728, 48.19627260215861)","(16.368304392630034, 48.20333196521664)",3,,,,,,
00:00:00,D32,MP20,00:00:09,"(16.272532294980728, 48.19627260215861)","(16.402046853692514, 48.197066826423985)",1,,,,,,
00:00:00,D33,MP30,00:00:09,"(16.361020999779193, 48.24420895130806)","(16.341460301331377, 48.19267835022931)",2,,,,,,
00:00:00,D34,MP20,00:00:09,"(16.30957174463474, 48.218618509831636)","(16.331608287510395, 48.19851111805234)",3,,,,,,
