osmid,y,x,street_count,highway,geometry
33344824,48.2258139,16.3383056,4,,POINT (16.3383056 48.2258139)
33344825,48.2260422,16.3377366,3,,POINT (16.3377366 48.2260422)
33345285,48.2263391,16.3370332,3,,POINT (16.3370332 48.2263391)
33345286,48.2257474,16.3351453,3,,POINT (16.3351453 48.2257474)
33345287,48.2262278,16.3354438,3,,POINT (16.3354438 48.2262278)
33345289,48.2273665,16.3361053,4,,POINT (16.3361053 48.2273665)
33345291,48.2275145,16.3386443,3,,POINT (16.3386443 48.2275145)
33345293,48.226844,16.3406794,4,,POINT (16.3406794 48.226844)
33345294,48.2262071,16.340325,3,,POINT (16.340325 48.2262071)
33345297,48.2265382,16.3385834,3,,POINT (16.3385834 48.2265382)
33345298,48.2257525,16.3365119,4,,POINT (16.3365119 48.2257525)
33345299,48.2254432,16.3371846,3,,POINT (16.3371846 48.2254432)
33345300,48.2252002,16.3377254,4,,POINT (16.3377254 48.2252002)
33345301,48.2248059,16.3385877,4,,POINT (16.3385877 48.2248059)
33345303,48.2252897,16.3360885,4,,POINT (16.3360885 48.2252897)
33345304,48.224689,16.3372428,4,,POINT (16.3372428 48.224689)
33345310,48.227783,16.3349334,3,,POINT (16.3349334 48.227783)
33345311,48.2272569,16.3347937,3,,POINT (16.3347937 48.2272569)
33345319,48.2267511,16.3331633,4,,POINT (16.3331633 48.2267511)
33345320,48.2275223,16.333629,3,,POINT (16.333629 48.2275223)
33345332,48.2230945,16.3488929,3,,POINT (16.3488929 48.2230945)
50655844,48.2245889,16.3306833,4,,POINT (16.3306833 48.2245889)
50655845,48.2250272,16.3298143,3,,POINT (16.3298143 48.2250272)
60631071,48.2252581,16.3401854,4,,POINT (16.3401854 48.2252581)
64969715,48.2261538,16.3316802,3,,POINT (16.3316802 48.2261538)
64970487,48.2253378,16.3311374,4,,POINT (16.3311374 48.2253378)
64970627,48.2251083,16.3321398,4,,POINT (16.3321398 48.2251083)
64971266,48.2257094,16.330349,4,,POINT (16.330349 48.2257094)
64972028,48.2246616,16.3330155,3,,POINT (16.3330155 48.2246616)
64975131,48.2285887,16.3330993,3,,POINT (16.3330993 48.2285887)
64975551,48.2272904,16.3313451,3,,POINT (16.3313451 48.2272904)
64975746,48.2287235,16.3322871,3,,POINT (16.3322871 48.2287235)
64975949,48.2283251,16.3350633,3,,POINT (16.3350633 48.2283251)
162796578,48.2225836,16.33235,4,,POINT (16.33235 48.2225836)
213287623,48.2245954,16.3496917,3,,POINT (16.3496917 48.2245954)
245498398,48.2190394,16.3393624,4,,POINT (16.3393624 48.2190394)
245498401,48.2196601,16.339645,3,,POINT (16.339645 48.2196601)
251207329,48.2254393,16.347338,3,,POINT (16.347338 48.2254393)
251523470,48.227454,16.3389088,3,,POINT (16.3389088 48.227454)
264055538,48.2197941,16.336055,4,,POINT (16.336055 48.2197941)
264055539,48.2203592,16.336262,4,,POINT (16.336262 48.2203592)
264055540,48.2207485,16.3366029,3,,POINT (16.3366029 48.2207485)
283324403,48.2219556,16.3436212,3,,POINT (16.3436212 48.2219556)
283324405,48.2221284,16.3426438,4,,POINT (16.3426438 48.2221284)
283324407,48.222715,16.3400219,4,,POINT (16.3400219 48.222715)
283324413,48.2249845,16.3344762,4,traffic_signals,POINT (16.3344762 48.2249845)
292365649,48.2234242,16.3330875,4,,POINT (16.3330875 48.2234242)
320192043,48.2215171,16.3348182,3,,POINT (16.3348182 48.2215171)
358517297,48.2219968,16.3435101,3,,POINT (16.3435101 48.2219968)
1371563074,48.2251903,16.3488332,2,traffic_signals,POINT (16.3488332 48.2251903)
1371563077,48.2251617,16.3490743,4,,POINT (16.3490743 48.2251617)
1629378075,48.2245257,16.3496756,4,,POINT (16.3496756 48.2245257)
1850015446,48.2280317,16.3364564,3,,POINT (16.3364564 48.2280317)
1850015448,48.2279586,16.3367997,3,,POINT (16.3367997 48.2279586)
2423479559,48.2263246,16.3443157,3,,POINT (16.3443157 48.2263246)
3312560802,48.2184919,16.3421405,4,,POINT (16.3421405 48.2184919)
3337813458,48.2280864,16.3362963,3,,POINT (16.3362963 48.2280864)
3956260281,48.2228454,16.336713,4,,POINT (16.336713 48.2228454)
5322689627,48.228294,16.3353047,3,,POINT (16.3353047 48.228294)
